place_id,category,district,time_slot,hour,day_of_week,month,day,season,is_weekend,is_holiday,weather_condition,crowdlevel,tourist_season,festival_period
8,Nature,Kathmandu,morning,9,0,7,22,Summer,0,0,Rainy,5.0,Low,No
8,Nature,Kathmandu,afternoon,14,0,7,22,Summer,0,0,Rainy,5.0,Low,No
8,Nature,Kathmandu,evening,18,0,7,22,Summer,0,0,Foggy,5.0,Low,No
8,Nature,Kathmandu,morning,9,1,7,23,Summer,0,0,Foggy,5.0,Low,No
8,Nature,Kathmandu,afternoon,14,1,7,23,Summer,0,0,Rainy,5.0,Low,No
8,Nature,Kathmandu,evening,18,1,7,23,Summer,0,0,Foggy,5.0,Low,No
8,Nature,Kathmandu,morning,9,2,7,24,Summer,0,0,Cloudy,5.0,Low,No
8,Nature,Kathmandu,afternoon,14,2,7,24,Summer,0,0,Rainy,5.0,Low,No
8,Nature,Kathmandu,evening,18,2,7,24,Summer,0,0,Foggy,5.0,Low,No
8,Nature,Kathmandu,morning,9,3,7,25,Summer,0,0,Rainy,5.0,Low,No
8,Nature,Kathmandu,afternoon,14,3,7,25,Summer,0,0,Foggy,6.4,Low,No
8,Nature,Kathmandu,evening,18,3,7,25,Summer,0,0,Cloudy,5.2,Low,No
8,Nature,Kathmandu,morning,9,4,7,26,Summer,0,0,Cloudy,5.0,Low,No
8,Nature,Kathmandu,afternoon,14,4,7,26,Summer,0,0,Cloudy,7.2,Low,No
8,Nature,Kathmandu,evening,18,4,7,26,Summer,0,0,Foggy,5.0,Low,No
8,Nature,Kathmandu,morning,9,5,7,27,Summer,1,0,Rainy,5.0,Low,No
8,Nature,Kathmandu,afternoon,14,5,7,27,Summer,1,0,Rainy,8.7,Low,No
8,Nature,Kathmandu,evening,18,5,7,27,Summer,1,0,Foggy,8.1,Low,No
8,Nature,Kathmandu,morning,9,6,7,28,Summer,1,0,Rainy,5.0,Low,No
8,Nature,Kathmandu,afternoon,14,6,7,28,Summer,1,0,Foggy,11.1,Low,No
8,Nature,Kathmandu,evening,18,6,7,28,Summer,1,0,Cloudy,10.3,Low,No
8,Nature,Kathmandu,morning,9,0,7,29,Summer,0,0,Cloudy,5.0,Low,No
8,Nature,Kathmandu,afternoon,14,0,7,29,Summer,0,0,Foggy,6.6,Low,No
8,Nature,Kathmandu,evening,18,0,7,29,Summer,0,0,Rainy,5.0,Low,No
8,Nature,Kathmandu,morning,9,1,7,30,Summer,0,0,Foggy,5.0,Low,No
8,Nature,Kathmandu,afternoon,14,1,7,30,Summer,0,0,Cloudy,7.5,Low,No
8,Nature,Kathmandu,evening,18,1,7,30,Summer,0,0,Foggy,5.0,Low,No
8,Nature,Kathmandu,morning,9,2,7,31,Summer,0,0,Rainy,5.0,Low,No
8,Nature,Kathmandu,afternoon,14,2,7,31,Summer,0,0,Cloudy,7.0,Low,No
8,Nature,Kathmandu,evening,18,2,7,31,Summer,0,0,Cloudy,5.4,Low,No
8,Nature,Kathmandu,morning,9,3,8,1,Summer,0,0,Cloudy,7.3,Low,No
8,Nature,Kathmandu,afternoon,14,3,8,1,Summer,0,0,Rainy,6.5,Low,No
8,Nature,Kathmandu,evening,18,3,8,1,Summer,0,0,Foggy,7.1,Low,No
8,Nature,Kathmandu,morning,9,4,8,2,Summer,0,0,Cloudy,6.3,Low,No
8,Nature,Kathmandu,afternoon,14,4,8,2,Summer,0,0,Foggy,9.4,Low,No
8,Nature,Kathmandu,evening,18,4,8,2,Summer,0,0,Foggy,7.4,Low,No
8,Nature,Kathmandu,morning,9,5,8,3,Summer,1,0,Foggy,9.9,Low,No
8,Nature,Kathmandu,afternoon,14,5,8,3,Summer,1,0,Foggy,15.3,Low,No
8,Nature,Kathmandu,evening,18,5,8,3,Summer,1,0,Cloudy,15.3,Low,No
8,Nature,Kathmandu,morning,9,6,8,4,Summer,1,0,Cloudy,10.6,Low,No
8,Nature,Kathmandu,afternoon,14,6,8,4,Summer,1,0,Rainy,12.6,Low,No
8,Nature,Kathmandu,evening,18,6,8,4,Summer,1,0,Cloudy,15.0,Low,No
8,Nature,Kathmandu,morning,9,0,8,5,Summer,0,0,Foggy,5.0,Low,No
8,Nature,Kathmandu,afternoon,14,0,8,5,Summer,0,0,Foggy,8.4,Low,No
8,Nature,Kathmandu,evening,18,0,8,5,Summer,0,0,Foggy,6.3,Low,No
8,Nature,Kathmandu,morning,9,1,8,6,Summer,0,0,Rainy,5.0,Low,No
8,Nature,Kathmandu,afternoon,14,1,8,6,Summer,0,0,Cloudy,10.4,Low,No
8,Nature,Kathmandu,evening,18,1,8,6,Summer,0,0,Rainy,5.0,Low,No
8,Nature,Kathmandu,morning,9,2,8,7,Summer,0,0,Rainy,5.0,Low,No
8,Nature,Kathmandu,afternoon,14,2,8,7,Summer,0,0,Foggy,9.4,Low,No
8,Nature,Kathmandu,evening,18,2,8,7,Summer,0,0,Foggy,6.3,Low,No
8,Nature,Kathmandu,morning,9,3,8,8,Summer,0,0,Foggy,5.4,Low,No
8,Nature,Kathmandu,afternoon,14,3,8,8,Summer,0,0,Foggy,8.9,Low,No
8,Nature,Kathmandu,evening,18,3,8,8,Summer,0,0,Rainy,5.0,Low,No
8,Nature,Kathmandu,morning,9,4,8,9,Summer,0,0,Rainy,5.0,Low,No
8,Nature,Kathmandu,afternoon,14,4,8,9,Summer,0,0,Foggy,8.5,Low,No
8,Nature,Kathmandu,evening,18,4,8,9,Summer,0,0,Cloudy,8.9,Low,No
8,Nature,Kathmandu,morning,9,5,8,10,Summer,1,0,Foggy,9.9,Low,No
8,Nature,Kathmandu,afternoon,14,5,8,10,Summer,1,0,Rainy,12.8,Low,No
8,Nature,Kathmandu,evening,18,5,8,10,Summer,1,0,Foggy,11.2,Low,No
8,Nature,Kathmandu,morning,9,6,8,11,Summer,1,0,Rainy,6.5,Low,No
8,Nature,Kathmandu,afternoon,14,6,8,11,Summer,1,0,Rainy,12.0,Low,No
8,Nature,Kathmandu,evening,18,6,8,11,Summer,1,0,Foggy,11.4,Low,No
8,Nature,Kathmandu,morning,9,0,8,12,Summer,0,0,Cloudy,7.2,Low,No
8,Nature,Kathmandu,afternoon,14,0,8,12,Summer,0,0,Cloudy,12.2,Low,No
8,Nature,Kathmandu,evening,18,0,8,12,Summer,0,0,Foggy,7.0,Low,No
8,Nature,Kathmandu,morning,9,1,8,13,Summer,0,0,Cloudy,7.0,Low,No
8,Nature,Kathmandu,afternoon,14,1,8,13,Summer,0,0,Rainy,6.2,Low,No
8,Nature,Kathmandu,evening,18,1,8,13,Summer,0,0,Cloudy,8.3,Low,No
8,Nature,Kathmandu,morning,9,2,8,14,Summer,0,0,Rainy,5.0,Low,No
8,Nature,Kathmandu,afternoon,14,2,8,14,Summer,0,0,Rainy,6.7,Low,No
8,Nature,Kathmandu,evening,18,2,8,14,Summer,0,0,Rainy,5.3,Low,No
8,Nature,Kathmandu,morning,9,3,8,15,Summer,0,0,Cloudy,7.0,Low,No
8,Nature,Kathmandu,afternoon,14,3,8,15,Summer,0,0,Foggy,9.9,Low,No
8,Nature,Kathmandu,evening,18,3,8,15,Summer,0,0,Rainy,5.4,Low,No
8,Nature,Kathmandu,morning,9,4,8,16,Summer,0,0,Cloudy,6.3,Low,No
8,Nature,Kathmandu,afternoon,14,4,8,16,Summer,0,0,Foggy,9.4,Low,No
8,Nature,Kathmandu,evening,18,4,8,16,Summer,0,0,Foggy,7.3,Low,No
8,Nature,Kathmandu,morning,9,5,8,17,Summer,1,0,Cloudy,11.9,Low,No
8,Nature,Kathmandu,afternoon,14,5,8,17,Summer,1,0,Foggy,17.5,Low,No
8,Nature,Kathmandu,evening,18,5,8,17,Summer,1,0,Foggy,13.2,Low,No
8,Nature,Kathmandu,morning,9,6,8,18,Summer,1,0,Foggy,14.3,Low,Yes
8,Nature,Kathmandu,afternoon,14,6,8,18,Summer,1,0,Cloudy,29.8,Low,Yes
8,Nature,Kathmandu,evening,18,6,8,18,Summer,1,0,Cloudy,23.6,Low,Yes
8,Nature,Kathmandu,morning,9,0,8,19,Summer,0,0,Cloudy,10.3,Low,Yes
8,Nature,Kathmandu,afternoon,14,0,8,19,Summer,0,0,Rainy,10.0,Low,Yes
8,Nature,Kathmandu,evening,18,0,8,19,Summer,0,0,Cloudy,13.3,Low,Yes
8,Nature,Kathmandu,morning,9,1,8,20,Summer,0,0,Cloudy,10.6,Low,Yes
8,Nature,Kathmandu,afternoon,14,1,8,20,Summer,0,0,Foggy,13.2,Low,Yes
8,Nature,Kathmandu,evening,18,1,8,20,Summer,0,0,Foggy,10.2,Low,Yes
8,Nature,Kathmandu,morning,9,2,8,21,Summer,0,0,Cloudy,9.4,Low,Yes
8,Nature,Kathmandu,afternoon,14,2,8,21,Summer,0,0,Cloudy,16.4,Low,Yes
8,Nature,Kathmandu,evening,18,2,8,21,Summer,0,0,Cloudy,11.6,Low,Yes
8,Nature,Kathmandu,morning,9,3,8,22,Summer,0,0,Rainy,5.7,Low,Yes
8,Nature,Kathmandu,afternoon,14,3,8,22,Summer,0,0,Rainy,9.9,Low,Yes
8,Nature,Kathmandu,evening,18,3,8,22,Summer,0,0,Foggy,9.9,Low,Yes
8,Nature,Kathmandu,morning,9,4,8,23,Summer,0,0,Rainy,6.6,Low,Yes
8,Nature,Kathmandu,afternoon,14,4,8,23,Summer,0,0,Foggy,15.0,Low,Yes
8,Nature,Kathmandu,evening,18,4,8,23,Summer,0,0,Rainy,7.5,Low,Yes
8,Nature,Kathmandu,morning,9,5,8,24,Summer,1,0,Cloudy,18.4,Low,Yes
8,Nature,Kathmandu,afternoon,14,5,8,24,Summer,1,0,Foggy,24.4,Low,Yes
8,Nature,Kathmandu,evening,18,5,8,24,Summer,1,0,Rainy,14.6,Low,Yes
8,Nature,Kathmandu,morning,9,6,8,25,Summer,1,0,Foggy,13.2,Low,Yes
8,Nature,Kathmandu,afternoon,14,6,8,25,Summer,1,0,Rainy,17.9,Low,Yes
8,Nature,Kathmandu,evening,18,6,8,25,Summer,1,0,Rainy,13.4,Low,Yes
8,Nature,Kathmandu,morning,9,0,8,26,Summer,0,0,Foggy,8.0,Low,Yes
8,Nature,Kathmandu,afternoon,14,0,8,26,Summer,0,0,Foggy,12.4,Low,Yes
8,Nature,Kathmandu,evening,18,0,8,26,Summer,0,0,Foggy,10.5,Low,Yes
8,Nature,Kathmandu,morning,9,1,8,27,Summer,0,0,Rainy,5.5,Low,Yes
8,Nature,Kathmandu,afternoon,14,1,8,27,Summer,0,0,Cloudy,18.8,Low,Yes
8,Nature,Kathmandu,evening,18,1,8,27,Summer,0,0,Rainy,8.4,Low,Yes
8,Nature,Kathmandu,morning,9,2,8,28,Summer,0,0,Rainy,6.1,Low,Yes
8,Nature,Kathmandu,afternoon,14,2,8,28,Summer,0,0,Foggy,13.9,Low,Yes
8,Nature,Kathmandu,evening,18,2,8,28,Summer,0,0,Foggy,10.5,Low,Yes
8,Nature,Kathmandu,morning,9,3,8,29,Summer,0,0,Rainy,5.6,Low,Yes
8,Nature,Kathmandu,afternoon,14,3,8,29,Summer,0,0,Cloudy,16.9,Low,Yes
8,Nature,Kathmandu,evening,18,3,8,29,Summer,0,0,Cloudy,12.8,Low,Yes
8,Nature,Kathmandu,morning,9,4,8,30,Summer,0,0,Foggy,7.6,Low,Yes
8,Nature,Kathmandu,afternoon,14,4,8,30,Summer,0,0,Cloudy,16.9,Low,Yes
8,Nature,Kathmandu,evening,18,4,8,30,Summer,0,0,Rainy,7.2,Low,Yes
8,Nature,Kathmandu,morning,9,5,8,31,Summer,1,0,Cloudy,16.5,Low,Yes
8,Nature,Kathmandu,afternoon,14,5,8,31,Summer,1,0,Foggy,23.9,Low,Yes
8,Nature,Kathmandu,evening,18,5,8,31,Summer,1,0,Cloudy,24.4,Low,Yes
8,Nature,Kathmandu,morning,9,6,9,1,Autumn,1,0,Sunny,49.1,Shoulder,No
8,Nature,Kathmandu,afternoon,14,6,9,1,Autumn,1,0,Cloudy,77.4,Shoulder,No
8,Nature,Kathmandu,evening,18,6,9,1,Autumn,1,0,Cloudy,59.8,Shoulder,No
8,Nature,Kathmandu,morning,9,0,9,2,Autumn,0,0,Cloudy,28.4,Shoulder,No
8,Nature,Kathmandu,afternoon,14,0,9,2,Autumn,0,0,Rainy,28.0,Shoulder,No
8,Nature,Kathmandu,evening,18,0,9,2,Autumn,0,0,Sunny,39.9,Shoulder,No
8,Nature,Kathmandu,morning,9,1,9,3,Autumn,0,0,Cloudy,41.2,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,1,9,3,Autumn,0,0,Rainy,43.6,Shoulder,Yes
8,Nature,Kathmandu,evening,18,1,9,3,Autumn,0,0,Sunny,57.1,Shoulder,Yes
8,Nature,Kathmandu,morning,9,2,9,4,Autumn,0,0,Cloudy,43.6,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,2,9,4,Autumn,0,0,Sunny,82.5,Shoulder,Yes
8,Nature,Kathmandu,evening,18,2,9,4,Autumn,0,0,Cloudy,52.5,Shoulder,Yes
8,Nature,Kathmandu,morning,9,3,9,5,Autumn,0,0,Rainy,22.1,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,3,9,5,Autumn,0,0,Cloudy,65.6,Shoulder,Yes
8,Nature,Kathmandu,evening,18,3,9,5,Autumn,0,0,Sunny,53.6,Shoulder,Yes
8,Nature,Kathmandu,morning,9,4,9,6,Autumn,0,0,Cloudy,42.0,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,4,9,6,Autumn,0,0,Sunny,78.7,Shoulder,Yes
8,Nature,Kathmandu,evening,18,4,9,6,Autumn,0,0,Rainy,31.8,Shoulder,Yes
8,Nature,Kathmandu,morning,9,5,9,7,Autumn,1,0,Rainy,40.3,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,5,9,7,Autumn,1,0,Rainy,73.5,Shoulder,Yes
8,Nature,Kathmandu,evening,18,5,9,7,Autumn,1,0,Cloudy,89.8,Shoulder,Yes
8,Nature,Kathmandu,morning,9,6,9,8,Autumn,1,0,Cloudy,75.5,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,6,9,8,Autumn,1,0,Cloudy,95.0,Shoulder,Yes
8,Nature,Kathmandu,evening,18,6,9,8,Autumn,1,0,Cloudy,95.0,Shoulder,Yes
8,Nature,Kathmandu,morning,9,0,9,9,Autumn,0,0,Sunny,41.8,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,0,9,9,Autumn,0,0,Cloudy,70.4,Shoulder,Yes
8,Nature,Kathmandu,evening,18,0,9,9,Autumn,0,0,Rainy,32.3,Shoulder,Yes
8,Nature,Kathmandu,morning,9,1,9,10,Autumn,0,0,Sunny,40.7,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,1,9,10,Autumn,0,0,Sunny,82.6,Shoulder,Yes
8,Nature,Kathmandu,evening,18,1,9,10,Autumn,0,0,Sunny,56.3,Shoulder,Yes
8,Nature,Kathmandu,morning,9,2,9,11,Autumn,0,0,Rainy,23.4,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,2,9,11,Autumn,0,0,Rainy,43.8,Shoulder,Yes
8,Nature,Kathmandu,evening,18,2,9,11,Autumn,0,0,Cloudy,54.4,Shoulder,Yes
8,Nature,Kathmandu,morning,9,3,9,12,Autumn,0,0,Cloudy,36.2,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,3,9,12,Autumn,0,0,Cloudy,72.6,Shoulder,Yes
8,Nature,Kathmandu,evening,18,3,9,12,Autumn,0,0,Rainy,31.5,Shoulder,Yes
8,Nature,Kathmandu,morning,9,4,9,13,Autumn,0,0,Cloudy,40.9,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,4,9,13,Autumn,0,0,Sunny,74.2,Shoulder,Yes
8,Nature,Kathmandu,evening,18,4,9,13,Autumn,0,0,Cloudy,55.5,Shoulder,Yes
8,Nature,Kathmandu,morning,9,5,9,14,Autumn,1,0,Rainy,41.1,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,5,9,14,Autumn,1,0,Cloudy,95.0,Shoulder,Yes
8,Nature,Kathmandu,evening,18,5,9,14,Autumn,1,0,Rainy,55.2,Shoulder,Yes
8,Nature,Kathmandu,morning,9,6,9,15,Autumn,1,0,Sunny,73.0,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,6,9,15,Autumn,1,0,Cloudy,95.0,Shoulder,Yes
8,Nature,Kathmandu,evening,18,6,9,15,Autumn,1,0,Cloudy,95.0,Shoulder,Yes
8,Nature,Kathmandu,morning,9,0,9,16,Autumn,0,0,Rainy,22.1,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,0,9,16,Autumn,0,0,Cloudy,64.1,Shoulder,Yes
8,Nature,Kathmandu,evening,18,0,9,16,Autumn,0,0,Rainy,32.7,Shoulder,Yes
8,Nature,Kathmandu,morning,9,1,9,17,Autumn,0,0,Sunny,44.0,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,1,9,17,Autumn,0,0,Sunny,75.0,Shoulder,Yes
8,Nature,Kathmandu,evening,18,1,9,17,Autumn,0,0,Rainy,28.0,Shoulder,Yes
8,Nature,Kathmandu,morning,9,2,9,18,Autumn,0,0,Rainy,25.9,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,2,9,18,Autumn,0,0,Cloudy,67.5,Shoulder,Yes
8,Nature,Kathmandu,evening,18,2,9,18,Autumn,0,0,Cloudy,47.0,Shoulder,Yes
8,Nature,Kathmandu,morning,9,3,9,19,Autumn,0,0,Cloudy,39.8,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,3,9,19,Autumn,0,0,Cloudy,67.3,Shoulder,Yes
8,Nature,Kathmandu,evening,18,3,9,19,Autumn,0,0,Rainy,30.6,Shoulder,Yes
8,Nature,Kathmandu,morning,9,4,9,20,Autumn,0,0,Cloudy,37.6,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,4,9,20,Autumn,0,0,Rainy,38.5,Shoulder,Yes
8,Nature,Kathmandu,evening,18,4,9,20,Autumn,0,0,Cloudy,54.9,Shoulder,Yes
8,Nature,Kathmandu,morning,9,5,9,21,Autumn,1,0,Cloudy,67.9,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,5,9,21,Autumn,1,0,Sunny,95.0,Shoulder,Yes
8,Nature,Kathmandu,evening,18,5,9,21,Autumn,1,0,Cloudy,94.7,Shoulder,Yes
8,Nature,Kathmandu,morning,9,6,9,22,Autumn,1,0,Rainy,45.7,Shoulder,Yes
8,Nature,Kathmandu,afternoon,14,6,9,22,Autumn,1,0,Sunny,95.0,Shoulder,Yes
8,Nature,Kathmandu,evening,18,6,9,22,Autumn,1,0,Rainy,58.9,Shoulder,Yes
8,Nature,Kathmandu,morning,9,0,9,23,Autumn,0,0,Sunny,28.0,Shoulder,No
8,Nature,Kathmandu,afternoon,14,0,9,23,Autumn,0,0,Sunny,52.5,Shoulder,No
8,Nature,Kathmandu,evening,18,0,9,23,Autumn,0,0,Rainy,21.9,Shoulder,No
8,Nature,Kathmandu,morning,9,1,9,24,Autumn,0,0,Sunny,31.8,Shoulder,No
8,Nature,Kathmandu,afternoon,14,1,9,24,Autumn,0,0,Rainy,26.0,Shoulder,No
8,Nature,Kathmandu,evening,18,1,9,24,Autumn,0,0,Cloudy,31.9,Shoulder,No
8,Nature,Kathmandu,morning,9,2,9,25,Autumn,0,0,Cloudy,28.0,Shoulder,No
8,Nature,Kathmandu,afternoon,14,2,9,25,Autumn,0,0,Cloudy,44.8,Shoulder,No
8,Nature,Kathmandu,evening,18,2,9,25,Autumn,0,0,Rainy,22.5,Shoulder,No
8,Nature,Kathmandu,morning,9,3,9,26,Autumn,0,0,Cloudy,28.2,Shoulder,No
8,Nature,Kathmandu,afternoon,14,3,9,26,Autumn,0,0,Cloudy,44.2,Shoulder,No
8,Nature,Kathmandu,evening,18,3,9,26,Autumn,0,0,Cloudy,35.8,Shoulder,No
8,Nature,Kathmandu,morning,9,4,9,27,Autumn,0,0,Cloudy,28.1,Shoulder,No
8,Nature,Kathmandu,afternoon,14,4,9,27,Autumn,0,0,Rainy,27.6,Shoulder,No
8,Nature,Kathmandu,evening,18,4,9,27,Autumn,0,0,Rainy,20.3,Shoulder,No
8,Nature,Kathmandu,morning,9,5,9,28,Autumn,1,0,Rainy,28.8,Shoulder,No
8,Nature,Kathmandu,afternoon,14,5,9,28,Autumn,1,0,Rainy,46.0,Shoulder,No
8,Nature,Kathmandu,evening,18,5,9,28,Autumn,1,0,Rainy,33.7,Shoulder,No
8,Nature,Kathmandu,morning,9,6,9,29,Autumn,1,0,Sunny,54.6,Shoulder,No
8,Nature,Kathmandu,afternoon,14,6,9,29,Autumn,1,0,Rainy,44.2,Shoulder,No
8,Nature,Kathmandu,evening,18,6,9,29,Autumn,1,0,Sunny,70.5,Shoulder,No
8,Nature,Kathmandu,morning,9,0,9,30,Autumn,0,0,Cloudy,24.5,Shoulder,No
